profile_id,algorithm,run,fitness,time_s,target_cal,achieved_cal,cal_penalty,days_cal_ok,days_macro_ok,hard_constraints_ok,allergy_violations,dislike_violations,likes_included
5,GA,28,3153.1000000000004,8.92201280593872,1401.3,1400.86,0.0,7,7,True,0,0,14
5,GA,29,3253.8999999999996,9.160604476928711,1401.3,1401.43,0.0,7,7,True,0,0,12
5,GA,30,3158.3,8.9980947971344,1401.3,1401.29,0.0,7,7,True,0,0,14
5,ACO,1,2965.3,75.89031672477722,1401.3,1402.29,0.0,7,7,True,0,0,18
5,ACO,2,2771.7,76.32050490379333,1401.3,1401.0,0.0,7,7,True,0,0,22
5,ACO,3,2931.5,74.71311402320862,1401.3,1404.86,0.0,7,7,True,0,0,19
5,ACO,4,2924.7,75.52322435379028,1401.3,1406.57,0.0,7,7,True,0,0,20
5,ACO,5,2838.7,75.42725658416748,1401.3,1405.71,0.0,7,7,True,0,0,21
5,ACO,6,2854.1000000000004,74.27004289627075,1401.3,1407.14,0.0,7,7,True,0,0,21
5,ACO,7,2891.1000000000004,75.98801374435425,1401.3,1405.86,0.0,7,7,True,0,0,20
5,ACO,8,2779.7,76.67174005508423,1401.3,1402.71,0.0,7,7,True,0,0,22
5,ACO,9,2842.7,75.57093000411987,1401.3,1399.43,0.0,7,7,True,0,0,21
5,ACO,10,2844.8999999999996,76.28111934661865,1401.3,1402.71,0.0,7,7,True,0,0,21
